Identifier ,Schema Name/Title,Creator(s)/Curator(s),Maintenance organization,"Place: Publisher, date.",Summary / Abstract ,Format(s) ,Language,Physical Location,Online Location ,Earlier versions (editions) …,History of versioning:,Version Notes: ,Last Updated: ,Number of terms in system,Phenomena included,Disciplines included,Direct domains included,Related to: ,BARTOC Link,ICC Classification ,NARCIS Classification ,KOS Types Vocabulary
KOS.SSH.7.1,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 1 ,Version 2.0 ,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.2,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 2.0 ,Version 2.1,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.3,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 2.1,Version 2.3,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.4,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 2.3,The Agios Paulos Extensions,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.5,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,The Agios Paulos Extensions,Version 3.0 ,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.6,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 3.0 ,Version 3.1,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.7,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 3.1,Version 3.2,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.8,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 3.2,Version 3.3,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.9,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 3.3,Version 3.4,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.10,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_4.0.pdf,Version 3.4,Version 4.0,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.11,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_4.1.pdf,Version 4.0,Version 4.1,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.12,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 4.1,Version 4.2,,,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.13,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 4.2,Version 4.3,,March 2004,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.14,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,,Version 4.3,Version 5.0 ,,April 2005,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.15,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_5.0.1_Nov09.pdf,Version 5.0 ,Version 5.0.1,,November 2009,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.16,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_5.0.2.pdf,Version 5.0.1,Version 5.0.2,,December 2010,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.17,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_5.0.3.pdf,Version 5.0.2,Version 5.0.3,,October 2011,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.18,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_5.0.4.pdf,Version 5.0.3,Version 5.0.4,,December 2011,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.19,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_5.1-draft-2013May.pdf,Version 5.0.4,Version 5.1,,May 2013,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.20,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_5.1.2.pdf,Version 5.1,Version 5.1.2,,October 2013,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.21,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_6.0.pdf,Version 5.1.2,Version 6.0,,January 2015,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.22,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_6.1.pdf,Version 6.0,Version 6.1,,February 2015,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.23,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_6.2.pdf,Version 6.1,Version 6.2,,May 2015,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.24,CIDOC Conceptual Reference Model (CRM) ,,,,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,,,,http://www.cidoc-crm.org/sites/default/files/cidoc_crm_version_6.2.1.pdf,Version 6.2,Version 6.2.1,,October 2015,,,"Art, Cultural heritage.",Art,AAT ,,n/a,,Ontology
KOS.SSH.7.25,CIDOC Conceptual Reference Model (CRM) ,"MAIN EDITORS: Christian Emil Ore; Martin Doerr; Patrick Le Bœuf; Stephen Stead

CONTRIBUTORS: Carlos Lamsfus; Chryssoula Bekiari; Detlev Balzer; Dolores Iorizzo; Gerald Hiebel; Gordon Dunsire; Günther Görz; Jon Holmen; Juha Inkari; Juha Kotipelto; Jutta Lindenthal; Karl Heinz Lampe; Lene Rold; Lina Bountouri; Maja Žumer; Matthew Stiff; Mika Nyman; Monika Hagedorn-Saupe; Nick Crofts; Pat Riva; Regine Stein; Richard Smiraglia; Siegfried Krause; Tony Gill; Trond Aalberg; Øyvind Eide",ICOM/CIDOC Documentation Standards Group,May 2015,The CIDOC Conceptual Reference Model (CRM) provides definitions and a formal structure for describing the implicit and explicit concepts and relationships used in cultural heritage documentation.,pdf; doc; rdf; rdfs; OWL; Digital; Online,en,n/a,http://www.cidoc-crm.org/sites/default/files/2017-09-30%23CIDOC%20CRM_v6.2.2_esIP.pdf,Version 6.2.1,Version 6.2.2,Editorial Status: Open-In progress ,September 2017,n/a,,"Art, Cultural heritage.",Art,AAT ,http://bartoc.org/en/node/1644,048-9,D31000,Ontology
KOS.SSH.8,Darwin Core 1.0,,,,Darwin Core (often abbreviated to DwC) is an extension of Dublin Core for biodiversity informatics. It is meant to provide a stable standard reference for sharing information on biological diversity.[1] The terms described in this standard are a part of a larger set of vocabularies and technical specifications under development and maintained by Biodiversity Information Standards (TDWG) (formerly known as the Taxonomic Databases Working Group (TDWG)).,,en,,,,,,,24,,Science; Natural history. ,Biodiverisity Informatics ,Dublin Core,,n/a,,
KOS.SSH.8.1,Darwin Core 1.2 (Classic),,,,Darwin Core (often abbreviated to DwC) is an extension of Dublin Core for biodiversity informatics. It is meant to provide a stable standard reference for sharing information on biological diversity.[1] The terms described in this standard are a part of a larger set of vocabularies and technical specifications under development and maintained by Biodiversity Information Standards (TDWG) (formerly known as the Taxonomic Databases Working Group (TDWG)).,,en,,,,,,,46,,Science; Natural history. ,Biodiverisity Informatics ,Dublin Core,,n/a,,
KOS.SSH.8.2,Darwin Core 1.21 (MaNIS/HerpNet/ORNIS/FishNet2),,,,Darwin Core (often abbreviated to DwC) is an extension of Dublin Core for biodiversity informatics. It is meant to provide a stable standard reference for sharing information on biological diversity.[1] The terms described in this standard are a part of a larger set of vocabularies and technical specifications under development and maintained by Biodiversity Information Standards (TDWG) (formerly known as the Taxonomic Databases Working Group (TDWG)).,,en,,,,,,,63,,Science; Natural history. ,Biodiverisity Informatics ,Dublin Core,,n/a,,
